Percentages,filename,true classes,predicted classes,style,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist,Year
4.03,4031.jpg,1.0,0.0,Romanticism,The Return of the Dove to the Ark,wikiart,623123.0,2498.0,1548.0,religious painting,1851.0,John Everett Millais,1851
2.23,45425.jpg,1.0,0.0,Romanticism,The Pass of Faido Ruskin ,wikiart,2851082.0,1713.0,2255.0,landscape,1845.0,John Ruskin,1845
41.69,89183.jpg,1.0,0.0,Romanticism,Eagle (from Sketchbook),wikiart,802046.0,1740.0,2220.0,sketch and study,0,Thomas Sully,1870
15.05,39263.jpg,0.0,0.0,Impressionism,"Cab Station, Rue Bonaparte",wikiart,878446.0,1402.0,2755.0,genre painting,1887,Childe Hassam,1887
69.51,86099.jpg,0.0,1.0,Impressionism,Snow Scene,wikiart,926579.0,1606.0,2400.0,landscape,c.1890,John Henry Twachtman,1890
28.97,11876.jpg,0.0,0.0,Impressionism,The Japanis Bridge (Footbridge over the Water-Lily Pond),wikiart,1861029.0,1544.0,2495.0,landscape,1919,Claude Monet,1919
29.37,27613.jpg,1.0,0.0,Romanticism,Ligeia Siren,wikiart,1141286.0,2359.0,1633.0,mythological painting,1873,Dante Gabriel Rossetti,1873
11.57,66072.jpg,1.0,0.0,Romanticism,The Vintage Festival,wikiart,344462.0,1292.0,2980.0,genre painting,1870,Sir Lawrence Alma-Tadema,1870
4.39,47094.jpg,0.0,0.0,Impressionism,The Japanese Bridge (The Water-Lily Pond),wikiart,2978688.0,1923.0,2000.0,landscape,1899,Claude Monet,1899
94.56,44560.jpg,0.0,1.0,Impressionism,"The Yerres, Rain",wikiart,690745.0,2289.0,1680.0,landscape,1875,Gustave Caillebotte,1875
66.1,94976.jpg,0.0,1.0,Impressionism,The Iris Garden at Giverny,wikiart,3470994.0,1922.0,2000.0,landscape,1900,Claude Monet,1900
34.83,75666.jpg,0.0,0.0,Impressionism,Harney Desert (No. 20),wikiart,271802.0,1753.0,2188.0,landscape,0,Childe Hassam,1870
11.05,79819.jpg,1.0,0.0,Romanticism,View of Venice,wikiart,526285.0,2017.0,1901.0,cityscape,0,Richard Parkes Bonington,1870
23.72,27880.jpg,1.0,0.0,Romanticism,Lady Lilith,wikiart,747181.0,2158.0,1776.0,mythological painting,1868,Dante Gabriel Rossetti,1868
9.6,96706.jpg,0.0,0.0,Impressionism,"Clump of Chrysanthemums, Garden at Petit Gennevilliers",wikiart,825529.0,2526.0,1516.0,flower painting,1890,Gustave Caillebotte,1890
52.94,48980.jpg,1.0,1.0,Romanticism,Found,wikiart,722389.0,2188.0,1750.0,genre painting,1854,Dante Gabriel Rossetti,1854
27.05,81574.jpg,1.0,0.0,Romanticism,Three Tsarevnas of the Underground Kingdom,wikiart,177034.0,1891.0,2024.0,mythological painting,1879.0,Viktor Vasnetsov,1879
87.15,36251.jpg,1.0,1.0,Romanticism,Sibylla Palmifera,wikiart,570750.0,2149.0,1776.0,portrait,0,Dante Gabriel Rossetti,1870
71.96,94211.jpg,1.0,1.0,Romanticism,Two Knights Fighting in a Landscape,wikiart,941052.0,1727.0,2208.0,history painting,c.1824,Eugene Delacroix,1824
89.33,98322.jpg,1.0,1.0,Romanticism,"A Grotto in the Gulf of Salerno, Sunset",wikiart,459599.0,1754.0,2173.0,landscape,c.1781,Joseph Wright,1781
17.42,17668.jpg,0.0,0.0,Impressionism,"The Manneport, Seen from Below",wikiart,337704.0,1729.0,2200.0,landscape,1883,Claude Monet,1883
91.32,55873.jpg,1.0,1.0,Romanticism,The Tune of the Seven Towers,wikiart,925418.0,1758.0,2160.0,genre painting,1857,Dante Gabriel Rossetti,1857
2.38,22156.jpg,0.0,0.0,Impressionism,Argenteuil,wikiart,518587.0,1884.0,2012.0,landscape,1875,Claude Monet,1875
63.83,35492.jpg,1.0,1.0,Romanticism,The Beloved,wikiart,753766.0,2124.0,1778.0,genre painting,1866,Dante Gabriel Rossetti,1866
24.86,29887.jpg,0.0,0.0,Impressionism,Naked Woman Lying on a Couch,wikiart,602984.0,1691.0,2233.0,nude painting (nu),1873,Gustave Caillebotte,1873
2.62,37557.jpg,0.0,0.0,Impressionism,Gloucester Harbor,wikiart,512901.0,1925.0,1961.0,landscape,0,Childe Hassam,1870
28.54,82795.jpg,1.0,0.0,Romanticism,Assumption of the Virgin,wikiart,205806.0,2368.0,1594.0,religious painting,0,Pierre-Paul Prud'hon,1870
3.85,15329.jpg,1.0,0.0,Romanticism,The Injured Mason,wikiart,701759.0,3051.0,1237.0,genre painting,1787,Francisco Goya,1787
50.39,75261.jpg,1.0,1.0,Romanticism,Female nude,wikiart,271609.0,2393.0,1576.0,nude painting (nu),1859,Francesco Hayez,1859
81.97,88004.jpg,1.0,1.0,Romanticism,The Hunters leave Southill ,wikiart,283442.0,1473.0,2560.0,genre painting,1768,George Stubbs,1768
10.74,24855.jpg,1.0,0.0,Romanticism,The Charmer,wikiart,788354.0,2420.0,1556.0,allegorical painting,1911,John William Waterhouse,1911
4.39,47403.jpg,1.0,0.0,Romanticism,Time of the Old Women,wikiart,2301030.0,2389.0,1576.0,genre painting,1820,Francisco Goya,1820
41.17,40512.jpg,0.0,0.0,Impressionism,Fruit Displayed on a Stand,wikiart,817845.0,1691.0,2225.0,still life,c.1882,Gustave Caillebotte,1882
93.33,1647.jpg,0.0,1.0,Impressionism,The singer Francisco d'Andrade as Don Giovanni in Mozart's opera ,wikiart,2620948.0,2144.0,1753.0,portrait,1912.0,Max Slevogt,1912
1.2,93.jpg,1.0,0.0,Romanticism,Title page of The Boy's King Arthur,wikiart,959408.0,2208.0,1700.0,illustration,1922,N.C. Wyeth,1922
3.58,51238.jpg,1.0,0.0,Romanticism,Battle of Cesme at Night,wikiart,449938.0,2000.0,1876.0,battle painting,1848,Ivan Aivazovsky,1848
8.27,95512.jpg,1.0,0.0,Romanticism,The Snowstorm (Winter),wikipedia,2472872.0,1853.0,2024.0,genre painting,1787,Francisco Goya,1787
63.9,94442.jpg,1.0,1.0,Romanticism,The Lament,wikiart,2908242.0,1799.0,2083.0,genre painting,1866,Edward Burne-Jones,1866
10.69,30603.jpg,1.0,0.0,Romanticism,The Passage of the Delaware,wikiart,879865.0,1626.0,2304.0,history painting,1819.0,Thomas Sully,1819
20.1,100356.jpg,1.0,0.0,Romanticism,"Elgiva seized byorder of Odo, Archbishop of Canterbury",wikiart,959137.0,1580.0,2370.0,sketch and study,1842.0,John Everett Millais,1842
17.0,54043.jpg,0.0,0.0,Impressionism,Water Lilies,wikiart,1197527.0,1600.0,2338.0,flower painting,1907,Claude Monet,1907
25.3,48951.jpg,1.0,0.0,Romanticism,Kustlandskap med fartyg vid horisonten,wikiart,731487.0,1584.0,2361.0,marina,1859.0,Marcus Larson,1859
98.93,48375.jpg,0.0,1.0,Impressionism,The port of Pully (study),wikiart,607439.0,1691.0,2208.0,landscape,1889,Felix Vallotton ,1889
19.2,2936.jpg,0.0,0.0,Impressionism,Gentlemen Jockeys before the Start,wikiart,720741.0,1701.0,2193.0,genre painting,1862,Edgar Degas,1862
98.06,3351.jpg,0.0,1.0,Impressionism,Vetheuil,wikiart,586723.0,1491.0,2500.0,landscape,1880,Claude Monet,1880
46.57,38447.jpg,1.0,0.0,Romanticism,Our English Coasts,wikiart,3583168.0,1654.0,2253.0,landscape,1852,William Holman Hunt,1852
43.5,70665.jpg,0.0,0.0,Impressionism,"Portrait of Henri Cordier, teacher at the School of Oriental Languages",wikiart,689940.0,1692.0,2202.0,portrait,1883,Gustave Caillebotte,1883
6.93,64734.jpg,0.0,0.0,Impressionism,Poet,wikiart,1544997.0,2197.0,1695.0,genre painting,0,Henri Martin,1870
21.81,82696.jpg,0.0,0.0,Impressionism,In the Street,wikiart,391932.0,2361.0,1576.0,genre painting,1855,Honore Daumier,1855
9.35,2856.jpg,0.0,0.0,Impressionism,Portrait of Madame Martial Caillebotte,wikiart,433923.0,2200.0,1691.0,portrait,1877,Gustave Caillebotte,1877
83.23,65297.jpg,0.0,1.0,Impressionism,Le Pont de l'Europe,wikiart,507683.0,1691.0,2200.0,cityscape,1877,Gustave Caillebotte,1877
88.49,78531.jpg,1.0,1.0,Romanticism,The Favourite Poet,wikiart,353405.0,1633.0,2278.0,genre painting,1888,Sir Lawrence Alma-Tadema,1888
64.11,23914.jpg,0.0,1.0,Impressionism,Arrangement in Pink and Gray (Afternoon Tea),wikiart,1125248.0,2040.0,1822.0,portrait,c.1894,Edmund Charles Tarbell,1894
15.45,94276.jpg,0.0,0.0,Impressionism,Swallows,wikiart,427701.0,1719.0,2162.0,genre painting,1873,Edouard Manet,1873
85.56,516.jpg,0.0,1.0,Impressionism,Sunflowers on the Banks of the Seine,wikiart,851184.0,2199.0,1690.0,landscape,c.1886,Gustave Caillebotte,1886
3.42,30089.jpg,0.0,0.0,Impressionism,Skiffs on the Yerres,wikiart,815104.0,1690.0,2199.0,genre painting,1877,Gustave Caillebotte,1877
8.09,8192.jpg,1.0,0.0,Romanticism,Study for the Garden Court,wikiart,1448040.0,1585.0,2344.0,genre painting,0,Edward Burne-Jones,1870
31.47,57999.jpg,0.0,0.0,Impressionism,Pont d'Argenteuil,wikiart,797854.0,1689.0,2198.0,cityscape,1885,Gustave Caillebotte,1885
95.6,53055.jpg,1.0,1.0,Romanticism,Entry of the Christ in Jerusalem,wikipedia,2619648.0,1601.0,2317.0,religious painting,1897,Jean-Leon Gerome,1897
84.19,55339.jpg,0.0,1.0,Impressionism,Boating on the Yerres,wikiart,611341.0,1688.0,2197.0,genre painting,1877,Gustave Caillebotte,1877
2.05,37751.jpg,0.0,0.0,Impressionism,The House Painters,wikiart,604597.0,1687.0,2195.0,genre painting,1877,Gustave Caillebotte,1877
98.9,7748.jpg,1.0,1.0,Romanticism,The Flight into Egypt,wikipedia,2404223.0,1577.0,2346.0,religious painting,0,Jean-Leon Gerome,1870
86.12,63456.jpg,0.0,1.0,Impressionism,Self-Portrait,wikiart,696269.0,2193.0,1686.0,self-portrait,c.1892,Gustave Caillebotte,1892
98.94,58872.jpg,0.0,1.0,Impressionism,"Still life, Delft vase with flowers",wikiart,472581.0,2346.0,1576.0,flower painting,1874,Paul Cezanne,1874
7.7,15620.jpg,1.0,0.0,Romanticism,Part of the Façade San Michele Lucca ,wikiart,1722194.0,2460.0,1500.0,sketch and study,1845.0,John Ruskin,1845
11.61,39802.jpg,1.0,0.0,Romanticism,Louise Jopling,wikiart,425579.0,2509.0,1470.0,portrait,0,John Everett Millais,1870
82.17,45274.jpg,0.0,1.0,Impressionism,Saint Tropez,wikiart,615549.0,1833.0,2012.0,landscape,0,Francis Picabia,1870
10.75,41548.jpg,1.0,0.0,Romanticism,Giovanni Battista Sommariva,wikiart,154899.0,2251.0,1635.0,portrait,0,Pierre-Paul Prud'hon,1870
96.21,21083.jpg,1.0,1.0,Romanticism,Morning music,wikiart,642358.0,2078.0,1768.0,genre painting,1864,Dante Gabriel Rossetti,1864
20.86,12508.jpg,0.0,0.0,Impressionism,Race Horses at Longchamp,wikiart,608107.0,1725.0,2125.0,genre painting,1874,Edgar Degas,1874
69.27,78219.jpg,0.0,1.0,Impressionism,The Cliffs at Etretat,wikiart,693587.0,1702.0,2153.0,landscape,1886,Claude Monet,1886
75.95,51406.jpg,0.0,1.0,Impressionism,Young Woman with Auburn Hair in a Pink Blouse,wikiart,642849.0,2181.0,1680.0,portrait,1895,Mary Cassatt,1895
9.62,39595.jpg,1.0,0.0,Romanticism,Day,wikiart,566311.0,1621.0,2256.0,landscape,0,Caspar David Friedrich,1870
77.52,71840.jpg,1.0,1.0,Romanticism,The Boyhood of Raleigh,wikiart,525470.0,1722.0,2122.0,genre painting,1870.0,John Everett Millais,1870
33.39,85273.jpg,0.0,0.0,Impressionism,"The Pyramids, Cliffs at Belle-Ile",wikiart,813323.0,1716.0,2129.0,landscape,1881,Claude Monet,1881
5.41,16525.jpg,1.0,0.0,Romanticism,Rocks and Ferns in a Wood at Crossmount ,wikiart,2168263.0,1614.0,2261.0,landscape,1847.0,John Ruskin,1847
3.28,7049.jpg,1.0,0.0,Romanticism,Man in a Straw Hat,wikiart,472769.0,2315.0,1576.0,portrait,1871,Paul Cezanne,1871
28.12,29745.jpg,1.0,0.0,Romanticism,Prater Landscape ,wikiart,3074122.0,1684.0,2166.0,landscape,1830,Ferdinand Georg Waldmüller,1830
22.25,47463.jpg,0.0,0.0,Impressionism,"Poplars, Autumn, Pink Effect",wikiart,978267.0,2119.0,1720.0,landscape,1891,Claude Monet,1891
3.19,87359.jpg,0.0,0.0,Impressionism,In the garden,wikiart,452181.0,1719.0,2120.0,genre painting,1870,Edouard Manet,1870
2.3,87648.jpg,1.0,0.0,Romanticism,The Frog Tsarevna,wikiart,1357569.0,1640.0,2220.0,mythological painting,1918.0,Viktor Vasnetsov,1918
11.99,70299.jpg,0.0,0.0,Impressionism,"In the bar ""Le Bouchon""",wikiart,382054.0,1679.0,2168.0,genre painting,c.1879,Edouard Manet,1879
20.99,54902.jpg,1.0,0.0,Romanticism,Male nude,wikiart,837018.0,2770.0,1314.0,sketch and study,1860,Gustave Moreau,1860
4.94,37197.jpg,1.0,0.0,Romanticism,Portrait of Conte Baglioni,wikiart,306631.0,2304.0,1576.0,portrait,c.1860,Francesco Hayez,1860
4.62,4770.jpg,1.0,0.0,Romanticism,Jacob's fight with the angel,wikiart,455933.0,2302.0,1576.0,religious painting,1861,Eugene Delacroix,1861
32.51,13540.jpg,0.0,0.0,Impressionism,Water Lily Pond,wikiart,1557679.0,2321.0,1561.0,flower painting,1918,Claude Monet,1918
17.99,3361.jpg,0.0,0.0,Impressionism,The grand canal of Venice (Blue Venice),wikipedia,506108.0,1731.0,2090.0,cityscape,1875,Edouard Manet,1875
47.96,66764.jpg,0.0,0.0,Impressionism,Houses of Parliament,wikiart,1796217.0,1776.0,2036.0,cityscape,1904,Claude Monet,1904
85.95,6267.jpg,1.0,1.0,Romanticism,"Fort Clark on the Missouri, February 1834, plate 15 from Volume 2 of 'Travels in the Interior of North America' ",wikiart,772327.0,1683.0,2147.0,landscape,1843,Karl Bodmer,1843
45.06,81823.jpg,0.0,0.0,Impressionism,Dance at Moulin de la Galette,wikipedia,3794891.0,1639.0,2200.0,genre painting,1876,Pierre-Auguste Renoir,1876
98.13,57717.jpg,0.0,1.0,Impressionism,Ploughland,wikiart,620214.0,1681.0,2144.0,landscape,1874,Camille Pissarro,1874
85.46,43339.jpg,0.0,1.0,Impressionism,"The Japanese Bridge (The Water-Lily Pond, Symphony in Rose)",wikiart,2400784.0,1802.0,2000.0,landscape,1900,Claude Monet,1900
9.18,70614.jpg,1.0,0.0,Romanticism,The large pine in Gastein,wikiart,2435187.0,2292.0,1572.0,landscape,1900,Rudolf von Alt,1900
11.52,15591.jpg,1.0,0.0,Romanticism,Venus und Adonis,wikiart,374083.0,2286.0,1576.0,mythological painting,c.1800,Pierre-Paul Prud'hon,1800
46.89,68503.jpg,0.0,0.0,Impressionism,The Seine near Giverny,wikiart,483383.0,1698.0,2121.0,landscape,1897,Claude Monet,1897
49.38,49317.jpg,0.0,0.0,Impressionism,The Rural Holiday. On The Hill. Ligachrvo,wikiart,817195.0,1549.0,2324.0,landscape,1923,Konstantin Yuon,1923
4.0,58968.jpg,1.0,0.0,Romanticism,A Sculpture Gallery,wikiart,728071.0,2278.0,1580.0,genre painting,1867,Sir Lawrence Alma-Tadema,1867
21.92,57753.jpg,0.0,0.0,Impressionism,"The Rose Path, Giverny",wikiart,1750328.0,1798.0,2000.0,flower painting,1922,Claude Monet,1922
3.38,98840.jpg,1.0,0.0,Romanticism,"Old Houses on the Rhône Island, Geneva ",wikiart,1903154.0,1720.0,2088.0,landscape,1863.0,John Ruskin,1863
6.73,287.jpg,0.0,0.0,Impressionism,Water Lilies,wikiart,1325860.0,2000.0,1795.0,flower painting,1919,Claude Monet,1919
79.04,44288.jpg,0.0,1.0,Impressionism,The Racecourse,wikiart,864333.0,1717.0,2090.0,genre painting,1885,Edgar Degas,1885
94.44,77766.jpg,1.0,1.0,Romanticism,"Spiral relief from the north transept door, Rouen Cathedral ",wikiart,1673047.0,2124.0,1688.0,sketch and study,1882.0,John Ruskin,1882
94.71,5481.jpg,0.0,1.0,Impressionism,Frost near Vetheuil,wikiart,1308919.0,1467.0,2443.0,landscape,1880,Claude Monet,1880
7.24,17270.jpg,0.0,0.0,Impressionism,"Path at La Cavee, Pourville",wikiart,1315789.0,1627.0,2200.0,landscape,1882,Claude Monet,1882
67.98,98360.jpg,0.0,1.0,Impressionism,Don Quixote and Sancho Pansa,wikiart,2120393.0,2271.0,1576.0,literary painting,c.1870,Honore Daumier,1870
13.93,51776.jpg,0.0,0.0,Impressionism,Houses of Parliament in Winter,wikiart,833618.0,1787.0,2000.0,cityscape,1903,Claude Monet,1903
12.53,69142.jpg,1.0,0.0,Romanticism,The Expulsion of Heliodorus,wikiart,422040.0,2267.0,1576.0,religious painting,1861,Eugene Delacroix,1861
5.73,73502.jpg,1.0,0.0,Romanticism,"Fairlight Downs, Sunlight on the Sea",wikiart,1313570.0,1639.0,2179.0,landscape,0,William Holman Hunt,1870
45.83,3103.jpg,0.0,0.0,Impressionism,Dancer against a stage flat,wikiart,319719.0,2264.0,1576.0,genre painting,0,Edgar Degas,1870
99.39,81884.jpg,1.0,1.0,Romanticism,Flora Spring in the Gardens of the Villa Borghese,wikiart,367868.0,2330.0,1529.0,genre painting,1877,Sir Lawrence Alma-Tadema,1877
69.8,48408.jpg,0.0,1.0,Impressionism,"Houses of Parliament, Effect of Sunlight in the Fog",wikiart,1009803.0,1781.0,2000.0,cityscape,1904,Claude Monet,1904
82.6,14191.jpg,0.0,1.0,Impressionism,Fisherman's Cottage at Varengeville,wikiart,2019550.0,1617.0,2200.0,landscape,1882,Claude Monet,1882
52.39,33539.jpg,1.0,1.0,Romanticism,Portrait of Ferdinand VII,wikiart,441586.0,2257.0,1576.0,portrait,1814,Francisco Goya,1814
35.04,3682.jpg,0.0,0.0,Impressionism,Children Playing with a Cat,wikiart,769503.0,1698.0,2094.0,genre painting,1908,Mary Cassatt,1908
8.28,21954.jpg,0.0,0.0,Impressionism,"Rouen Cathedral, West Facade, Noon",wikiart,709249.0,2358.0,1506.0,cityscape,1894,Claude Monet,1894
1.91,17917.jpg,0.0,0.0,Impressionism,"The Races at Auteuil, Paris ",wikiart,1313092.0,2633.0,1346.0,portrait,0,Giuseppe de Nittis,1870
2.89,43672.jpg,1.0,0.0,Romanticism,St. Sergius of Radonezh,wikiart,2696742.0,2530.0,1400.0,religious painting,1882.0,Viktor Vasnetsov,1882
22.89,71439.jpg,1.0,0.0,Romanticism,David's Charge to Solomon,wikiart,927311.0,1834.0,1928.0,religious painting,1882,Edward Burne-Jones,1882
78.63,9195.jpg,0.0,1.0,Impressionism,"Vetheuil, The Church",wikiart,899875.0,1697.0,2083.0,cityscape,1880,Claude Monet,1880
48.36,77551.jpg,1.0,0.0,Romanticism,Trees and Rocks ,wikiart,2399545.0,2092.0,1684.0,landscape,1845.0,John Ruskin,1845
9.83,36396.jpg,0.0,0.0,Impressionism,"April Showers, Champs Elysees Paris",wikiart,232945.0,1628.0,2163.0,genre painting,1888,Childe Hassam,1888
67.94,67606.jpg,0.0,1.0,Impressionism,"Don Quixote, Sancho Pansa and the Dead Mule",wikiart,560817.0,3038.0,1159.0,literary painting,1867,Honore Daumier,1867
90.8,82073.jpg,0.0,1.0,Impressionism,Spot on the Banks of the Seine,wikiart,451993.0,2200.0,1600.0,landscape,1881,Claude Monet,1881
91.6,99628.jpg,1.0,1.0,Romanticism,Copy of a Girl in Van Dyck's portrait of The Wife of Colyn de Nole and her daughter ,wikiart,1968483.0,2256.0,1560.0,sketch and study,1859.0,John Ruskin,1859
24.36,41727.jpg,0.0,0.0,Impressionism,"Rouen Cathedral, Clear Day",wikiart,1170284.0,2346.0,1500.0,cityscape,1894,Claude Monet,1894
91.74,24092.jpg,0.0,1.0,Impressionism,Sketch of Francois,wikiart,1336077.0,2000.0,1758.0,sketch and study,0,Mary Cassatt,1870
30.78,74523.jpg,0.0,0.0,Impressionism,The Parquet Planers,wikiart,1739155.0,1528.0,2296.0,genre painting,1875,Gustave Caillebotte,1875
62.06,98962.jpg,0.0,1.0,Impressionism,"Rouen Cathedral, the Portal, Morning Fog",wikiart,801009.0,2337.0,1500.0,cityscape,1894,Claude Monet,1894
54.47,28374.jpg,1.0,1.0,Romanticism,Self Portrait ,wikiart,1520349.0,2400.0,1460.0,landscape,1874.0,John Ruskin,1874
38.64,16429.jpg,1.0,0.0,Romanticism,Self Portrait ,wikiart,2457297.0,2316.0,1512.0,landscape,1875.0,John Ruskin,1875
42.84,97554.jpg,1.0,0.0,Romanticism,"The Chapter House, Salisbury Chathedral",wikiart,594000.0,2100.0,1667.0,interior,0,William Turner,1870
4.62,91177.jpg,0.0,0.0,Impressionism,French River Landscape with a Stone Bridge,wikiart,2968949.0,1674.0,2091.0,landscape,0,Frits Thaulow,1870
80.37,17411.jpg,0.0,1.0,Impressionism,"Boulevard Saint-Denis, Argenteuil, in Winter",wikiart,466294.0,1591.0,2200.0,cityscape,1875,Claude Monet,1875
69.5,79178.jpg,1.0,1.0,Romanticism,Janskerk (Gouda),wikiart,193050.0,2198.0,1590.0,cityscape,1863,Cornelis Springer,1863
97.95,63025.jpg,1.0,1.0,Romanticism,Velvet Crab ,wikiart,1676291.0,1608.0,2172.0,sketch and study,1871.0,John Ruskin,1871
37.19,76604.jpg,1.0,0.0,Romanticism,Laguna di Venezia,wikiart,226304.0,1455.0,2400.0,marina,1878,Anton Melbye,1878
22.56,17176.jpg,0.0,0.0,Impressionism,The Tub,wikiart,647740.0,1580.0,2210.0,nude painting (nu),1886,Edgar Degas,1886
1.46,80800.jpg,1.0,0.0,Romanticism,Horseman,wikiart,320334.0,2121.0,1645.0,genre painting,c.1854,Gustave Moreau,1854
22.04,95160.jpg,1.0,0.0,Romanticism,The Triumph of Titus,wikiart,297663.0,2278.0,1531.0,history painting,1885,Sir Lawrence Alma-Tadema,1885
2.6,36240.jpg,0.0,0.0,Impressionism,Portraits in the Countryside,wikiart,495674.0,1728.0,2018.0,genre painting,1876,Gustave Caillebotte,1876
14.33,50769.jpg,1.0,0.0,Romanticism,Sancta Lilias,wikiart,716017.0,1952.0,1785.0,portrait,1874,Dante Gabriel Rossetti,1874
25.0,6656.jpg,1.0,0.0,Romanticism,Lavinie Barbier-Walbonne,wikiart,151253.0,2051.0,1697.0,portrait,0,Pierre-Paul Prud'hon,1870
13.16,2445.jpg,0.0,0.0,Impressionism,The Perpiniere Barracks,wikiart,616340.0,1724.0,2011.0,cityscape,1878,Gustave Caillebotte,1878
51.62,36056.jpg,1.0,1.0,Romanticism,Boys playing soldiers,wikiart,2358825.0,2339.0,1480.0,genre painting,1779,Francisco Goya,1779
17.07,58204.jpg,0.0,0.0,Impressionism,The Ballet Rehearsal on Stage,wikiart,760621.0,1662.0,2080.0,genre painting,1874,Edgar Degas,1874
5.99,35929.jpg,1.0,0.0,Romanticism,La Merveille Mont St Michel  ,wikiart,2526435.0,1522.0,2271.0,cityscape,1848.0,John Ruskin,1848
84.8,24104.jpg,1.0,1.0,Romanticism,Capital 36 of the Ducal Palace ,wikiart,1782856.0,1796.0,1924.0,sketch and study,1852.0,John Ruskin,1852
49.17,41084.jpg,1.0,0.0,Romanticism,"A View in Venice, Rio S. Marina",wikiart,911273.0,2000.0,1727.0,cityscape,0,Franz Richard Unterberger,1870
14.77,1124.jpg,1.0,0.0,Romanticism,Phidias Showing the Frieze of the Parthenon to his Friends,wikiart,337776.0,1513.0,2280.0,history painting,1868,Sir Lawrence Alma-Tadema,1868
14.34,96814.jpg,0.0,0.0,Impressionism,Gestrandetes Boot in Fecamp,wikipedia,2510814.0,2156.0,1600.0,landscape,1868,Claude Monet,1868
27.79,89967.jpg,0.0,0.0,Impressionism,The Prodigal Son,wikiart,956089.0,1982.0,1740.0,religious painting,0,Max Slevogt,1870
18.23,7846.jpg,1.0,0.0,Romanticism,The Salutation of Beatrice,wikiart,698367.0,1290.0,2672.0,literary painting,1859,Dante Gabriel Rossetti,1859
37.5,84675.jpg,0.0,0.0,Impressionism,"The Pink Dancers, Before the Ballet",wikiart,414073.0,1703.0,2024.0,genre painting,1884,Edgar Degas,1884
1.28,18988.jpg,1.0,0.0,Romanticism,The large pine in Gastein,wikiart,2083038.0,2184.0,1578.0,landscape,1895,Rudolf von Alt,1895
34.58,44847.jpg,1.0,0.0,Romanticism,Dominique-Vivant Denon,wikiart,138980.0,2051.0,1680.0,portrait,0,Pierre-Paul Prud'hon,1870
9.04,25353.jpg,0.0,0.0,Impressionism,At the seaside,wikiart,3071425.0,1412.0,2440.0,genre painting,0,William Merritt Chase,1870
