style,new_filename,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist
Romanticism,43845.jpg,The Baths of Caracalla,wikiart,293086.0,2453.0,1603.0,genre painting,1899,Sir Lawrence Alma-Tadema
Romanticism,9013.jpg,"Portrait of Charlotte Walsingham, Lady Fitzgerald",wikipedia,2772091.0,2249.0,1747.0,portrait,,John Hoppner
Romanticism,30642.jpg,Ninety four in the Shade,wikiart,308381.0,2429.0,1617.0,genre painting,1876,Sir Lawrence Alma-Tadema
Impressionism,69900.jpg,June,wikiart,531400.0,1994.0,1968.0,nude painting (nu),1905,Childe Hassam
Impressionism,57842.jpg,"Path under the Rose Arches, Giverny",wikiart,1410537.0,1962.0,2000.0,landscape,1922,Claude Monet
Impressionism,22913.jpg,Untitled,wikiart,1211669.0,2394.0,1638.0,landscape,,Georg Pauli
Impressionism,77985.jpg,The Beach at Honfleux,wikiart,2095127.0,1712.0,2289.0,landscape,,Claude Monet
Impressionism,68913.jpg,"Interior, Woman at the Window",wikiart,537559.0,2303.0,1700.0,genre painting,1880,Gustave Caillebotte
Romanticism,22142.jpg,Mariana in the Moated Grange,wikiart,327358.0,2273.0,1722.0,portrait,1851.0,John Everett Millais
Impressionism,35495.jpg,Strada Romada in Bordighera,wikiart,1643598.0,1774.0,2206.0,landscape,1884,Claude Monet
Romanticism,74006.jpg,Fredegunda Praetextatus visit on his deathbed,wikiart,2359758.0,1681.0,2327.0,history painting,,Sir Lawrence Alma-Tadema
Romanticism,32935.jpg,Self Portrait ,wikiart,2541529.0,2284.0,1708.0,landscape,1861.0,John Ruskin
Romanticism,93210.jpg,"The Inferno, Canto 34",wikiart,1140315.0,2230.0,1749.0,illustration,,Gustave Dore
Romanticism,72065.jpg,Full Face of Cobra ,wikiart,2258986.0,2552.0,1528.0,sketch and study,1871.0,John Ruskin
Impressionism,41954.jpg,Rider on the Beach,wikiart,2801283.0,1835.0,2125.0,genre painting,1904,Max Liebermann
Impressionism,66096.jpg,"Etretat, the Needle Rock and Porte d'Aval",wikiart,758104.0,2597.0,1500.0,landscape,1885,Claude Monet
Impressionism,40054.jpg,Self Portrait,wikiart,377492.0,2471.0,1576.0,self-portrait,,Nicolae Grigorescu
Impressionism,64069.jpg,"After the Bath, Woman Drying Her Nape",wikiart,425201.0,1917.0,2024.0,nude painting (nu),1895,Edgar Degas
Romanticism,68839.jpg,Stone Pines at Sestri,wikiart,2638821.0,2260.0,1716.0,landscape,1845.0,John Ruskin
Impressionism,73473.jpg,Fantasia Arabe,wikiart,813939.0,1503.0,2579.0,genre painting,1884,Theo van Rysselberghe
Romanticism,6615.jpg,Reverend Basil Bury Beridge,wikiart,113937.0,2235.0,1734.0,portrait,c.1785,Joseph Wright
Romanticism,70742.jpg,Tsar Ivan IV the Terrible,wikiart,714198.0,2655.0,1459.0,portrait,1897.0,Viktor Vasnetsov
Romanticism,4031.jpg,The Return of the Dove to the Ark,wikiart,623123.0,2498.0,1548.0,religious painting,1851.0,John Everett Millais
Romanticism,45425.jpg,The Pass of Faido Ruskin ,wikiart,2851082.0,1713.0,2255.0,landscape,1845.0,John Ruskin
Romanticism,89183.jpg,Eagle (from Sketchbook),wikiart,802046.0,1740.0,2220.0,sketch and study,,Thomas Sully
Impressionism,39263.jpg,"Cab Station, Rue Bonaparte",wikiart,878446.0,1402.0,2755.0,genre painting,1887,Childe Hassam
Impressionism,86099.jpg,Snow Scene,wikiart,926579.0,1606.0,2400.0,landscape,c.1890,John Henry Twachtman
Impressionism,11876.jpg,The Japanis Bridge (Footbridge over the Water-Lily Pond),wikiart,1861029.0,1544.0,2495.0,landscape,1919,Claude Monet
Romanticism,27613.jpg,Ligeia Siren,wikiart,1141286.0,2359.0,1633.0,mythological painting,1873,Dante Gabriel Rossetti
Romanticism,66072.jpg,The Vintage Festival,wikiart,344462.0,1292.0,2980.0,genre painting,1870,Sir Lawrence Alma-Tadema
Impressionism,47094.jpg,The Japanese Bridge (The Water-Lily Pond),wikiart,2978688.0,1923.0,2000.0,landscape,1899,Claude Monet
Impressionism,44560.jpg,"The Yerres, Rain",wikiart,690745.0,2289.0,1680.0,landscape,1875,Gustave Caillebotte
Impressionism,94976.jpg,The Iris Garden at Giverny,wikiart,3470994.0,1922.0,2000.0,landscape,1900,Claude Monet
Impressionism,75666.jpg,Harney Desert (No. 20),wikiart,271802.0,1753.0,2188.0,landscape,,Childe Hassam
Romanticism,79819.jpg,View of Venice,wikiart,526285.0,2017.0,1901.0,cityscape,,Richard Parkes Bonington
Romanticism,27880.jpg,Lady Lilith,wikiart,747181.0,2158.0,1776.0,mythological painting,1868,Dante Gabriel Rossetti
Impressionism,96706.jpg,"Clump of Chrysanthemums, Garden at Petit Gennevilliers",wikiart,825529.0,2526.0,1516.0,flower painting,1890,Gustave Caillebotte
Romanticism,48980.jpg,Found,wikiart,722389.0,2188.0,1750.0,genre painting,1854,Dante Gabriel Rossetti
Romanticism,81574.jpg,Three Tsarevnas of the Underground Kingdom,wikiart,177034.0,1891.0,2024.0,mythological painting,1879.0,Viktor Vasnetsov
Romanticism,36251.jpg,Sibylla Palmifera,wikiart,570750.0,2149.0,1776.0,portrait,,Dante Gabriel Rossetti
Romanticism,94211.jpg,Two Knights Fighting in a Landscape,wikiart,941052.0,1727.0,2208.0,history painting,c.1824,Eugene Delacroix
Romanticism,98322.jpg,"A Grotto in the Gulf of Salerno, Sunset",wikiart,459599.0,1754.0,2173.0,landscape,c.1781,Joseph Wright
Impressionism,17668.jpg,"The Manneport, Seen from Below",wikiart,337704.0,1729.0,2200.0,landscape,1883,Claude Monet
Romanticism,55873.jpg,The Tune of the Seven Towers,wikiart,925418.0,1758.0,2160.0,genre painting,1857,Dante Gabriel Rossetti
Impressionism,22156.jpg,Argenteuil,wikiart,518587.0,1884.0,2012.0,landscape,1875,Claude Monet
Romanticism,35492.jpg,The Beloved,wikiart,753766.0,2124.0,1778.0,genre painting,1866,Dante Gabriel Rossetti
Impressionism,29887.jpg,Naked Woman Lying on a Couch,wikiart,602984.0,1691.0,2233.0,nude painting (nu),1873,Gustave Caillebotte
Impressionism,37557.jpg,Gloucester Harbor,wikiart,512901.0,1925.0,1961.0,landscape,,Childe Hassam
Romanticism,82795.jpg,Assumption of the Virgin,wikiart,205806.0,2368.0,1594.0,religious painting,,Pierre-Paul Prud'hon
Romanticism,15329.jpg,The Injured Mason,wikiart,701759.0,3051.0,1237.0,genre painting,1787,Francisco Goya
Romanticism,75261.jpg,Female nude,wikiart,271609.0,2393.0,1576.0,nude painting (nu),1859,Francesco Hayez
Romanticism,88004.jpg,The Hunters leave Southill ,wikiart,283442.0,1473.0,2560.0,genre painting,1768,George Stubbs
Romanticism,24855.jpg,The Charmer,wikiart,788354.0,2420.0,1556.0,allegorical painting,1911,John William Waterhouse
Romanticism,47403.jpg,Time of the Old Women,wikiart,2301030.0,2389.0,1576.0,genre painting,1820,Francisco Goya
Impressionism,40512.jpg,Fruit Displayed on a Stand,wikiart,817845.0,1691.0,2225.0,still life,c.1882,Gustave Caillebotte
Impressionism,1647.jpg,The singer Francisco d'Andrade as Don Giovanni in Mozart's opera ,wikiart,2620948.0,2144.0,1753.0,portrait,1912.0,Max Slevogt
Romanticism,93.jpg,Title page of The Boy's King Arthur,wikiart,959408.0,2208.0,1700.0,illustration,1922,N.C. Wyeth
Romanticism,51238.jpg,Battle of Cesme at Night,wikiart,449938.0,2000.0,1876.0,battle painting,1848,Ivan Aivazovsky
Romanticism,95512.jpg,The Snowstorm (Winter),wikipedia,2472872.0,1853.0,2024.0,genre painting,1787,Francisco Goya
Romanticism,94442.jpg,The Lament,wikiart,2908242.0,1799.0,2083.0,genre painting,1866,Edward Burne-Jones
Romanticism,30603.jpg,The Passage of the Delaware,wikiart,879865.0,1626.0,2304.0,history painting,1819.0,Thomas Sully
Romanticism,100356.jpg,"Elgiva seized byorder of Odo, Archbishop of Canterbury",wikiart,959137.0,1580.0,2370.0,sketch and study,1842.0,John Everett Millais
Impressionism,54043.jpg,Water Lilies,wikiart,1197527.0,1600.0,2338.0,flower painting,1907,Claude Monet
Romanticism,48951.jpg,Kustlandskap med fartyg vid horisonten,wikiart,731487.0,1584.0,2361.0,marina,1859.0,Marcus Larson
Impressionism,48375.jpg,The port of Pully (study),wikiart,607439.0,1691.0,2208.0,landscape,1889,Felix Vallotton 
Impressionism,2936.jpg,Gentlemen Jockeys before the Start,wikiart,720741.0,1701.0,2193.0,genre painting,1862,Edgar Degas
Impressionism,3351.jpg,Vetheuil,wikiart,586723.0,1491.0,2500.0,landscape,1880,Claude Monet
Romanticism,38447.jpg,Our English Coasts,wikiart,3583168.0,1654.0,2253.0,landscape,1852,William Holman Hunt
Impressionism,70665.jpg,"Portrait of Henri Cordier, teacher at the School of Oriental Languages",wikiart,689940.0,1692.0,2202.0,portrait,1883,Gustave Caillebotte
Impressionism,64734.jpg,Poet,wikiart,1544997.0,2197.0,1695.0,genre painting,,Henri Martin
Impressionism,82696.jpg,In the Street,wikiart,391932.0,2361.0,1576.0,genre painting,1855,Honore Daumier
Impressionism,2856.jpg,Portrait of Madame Martial Caillebotte,wikiart,433923.0,2200.0,1691.0,portrait,1877,Gustave Caillebotte
Impressionism,65297.jpg,Le Pont de l'Europe,wikiart,507683.0,1691.0,2200.0,cityscape,1877,Gustave Caillebotte
Romanticism,78531.jpg,The Favourite Poet,wikiart,353405.0,1633.0,2278.0,genre painting,1888,Sir Lawrence Alma-Tadema
Impressionism,23914.jpg,Arrangement in Pink and Gray (Afternoon Tea),wikiart,1125248.0,2040.0,1822.0,portrait,c.1894,Edmund Charles Tarbell
Impressionism,94276.jpg,Swallows,wikiart,427701.0,1719.0,2162.0,genre painting,1873,Edouard Manet
Impressionism,516.jpg,Sunflowers on the Banks of the Seine,wikiart,851184.0,2199.0,1690.0,landscape,c.1886,Gustave Caillebotte
Impressionism,30089.jpg,Skiffs on the Yerres,wikiart,815104.0,1690.0,2199.0,genre painting,1877,Gustave Caillebotte
Romanticism,8192.jpg,Study for the Garden Court,wikiart,1448040.0,1585.0,2344.0,genre painting,,Edward Burne-Jones
Impressionism,57999.jpg,Pont d'Argenteuil,wikiart,797854.0,1689.0,2198.0,cityscape,1885,Gustave Caillebotte
Romanticism,53055.jpg,Entry of the Christ in Jerusalem,wikipedia,2619648.0,1601.0,2317.0,religious painting,1897,Jean-Leon Gerome
Impressionism,55339.jpg,Boating on the Yerres,wikiart,611341.0,1688.0,2197.0,genre painting,1877,Gustave Caillebotte
Impressionism,37751.jpg,The House Painters,wikiart,604597.0,1687.0,2195.0,genre painting,1877,Gustave Caillebotte
Romanticism,7748.jpg,The Flight into Egypt,wikipedia,2404223.0,1577.0,2346.0,religious painting,,Jean-Leon Gerome
Impressionism,63456.jpg,Self-Portrait,wikiart,696269.0,2193.0,1686.0,self-portrait,c.1892,Gustave Caillebotte
Impressionism,58872.jpg,"Still life, Delft vase with flowers",wikiart,472581.0,2346.0,1576.0,flower painting,1874,Paul Cezanne
Romanticism,15620.jpg,Part of the Façade San Michele Lucca ,wikiart,1722194.0,2460.0,1500.0,sketch and study,1845.0,John Ruskin
Romanticism,39802.jpg,Louise Jopling,wikiart,425579.0,2509.0,1470.0,portrait,,John Everett Millais
Impressionism,45274.jpg,Saint Tropez,wikiart,615549.0,1833.0,2012.0,landscape,,Francis Picabia
Romanticism,41548.jpg,Giovanni Battista Sommariva,wikiart,154899.0,2251.0,1635.0,portrait,,Pierre-Paul Prud'hon
Romanticism,21083.jpg,Morning music,wikiart,642358.0,2078.0,1768.0,genre painting,1864,Dante Gabriel Rossetti
Impressionism,12508.jpg,Race Horses at Longchamp,wikiart,608107.0,1725.0,2125.0,genre painting,1874,Edgar Degas
Impressionism,78219.jpg,The Cliffs at Etretat,wikiart,693587.0,1702.0,2153.0,landscape,1886,Claude Monet
Impressionism,51406.jpg,Young Woman with Auburn Hair in a Pink Blouse,wikiart,642849.0,2181.0,1680.0,portrait,1895,Mary Cassatt
Romanticism,39595.jpg,Day,wikiart,566311.0,1621.0,2256.0,landscape,,Caspar David Friedrich
Romanticism,71840.jpg,The Boyhood of Raleigh,wikiart,525470.0,1722.0,2122.0,genre painting,1870.0,John Everett Millais
Impressionism,85273.jpg,"The Pyramids, Cliffs at Belle-Ile",wikiart,813323.0,1716.0,2129.0,landscape,1881,Claude Monet
Romanticism,16525.jpg,Rocks and Ferns in a Wood at Crossmount ,wikiart,2168263.0,1614.0,2261.0,landscape,1847.0,John Ruskin
Romanticism,7049.jpg,Man in a Straw Hat,wikiart,472769.0,2315.0,1576.0,portrait,1871,Paul Cezanne
Romanticism,29745.jpg,Prater Landscape ,wikiart,3074122.0,1684.0,2166.0,landscape,1830,Ferdinand Georg Waldmüller
Impressionism,47463.jpg,"Poplars, Autumn, Pink Effect",wikiart,978267.0,2119.0,1720.0,landscape,1891,Claude Monet
Impressionism,87359.jpg,In the garden,wikiart,452181.0,1719.0,2120.0,genre painting,1870,Edouard Manet
Romanticism,87648.jpg,The Frog Tsarevna,wikiart,1357569.0,1640.0,2220.0,mythological painting,1918.0,Viktor Vasnetsov
Impressionism,70299.jpg,"In the bar ""Le Bouchon""",wikiart,382054.0,1679.0,2168.0,genre painting,c.1879,Edouard Manet
Romanticism,54902.jpg,Male nude,wikiart,837018.0,2770.0,1314.0,sketch and study,1860,Gustave Moreau
Romanticism,37197.jpg,Portrait of Conte Baglioni,wikiart,306631.0,2304.0,1576.0,portrait,c.1860,Francesco Hayez
Romanticism,4770.jpg,Jacob's fight with the angel,wikiart,455933.0,2302.0,1576.0,religious painting,1861,Eugene Delacroix
Impressionism,13540.jpg,Water Lily Pond,wikiart,1557679.0,2321.0,1561.0,flower painting,1918,Claude Monet
Impressionism,3361.jpg,The grand canal of Venice (Blue Venice),wikipedia,506108.0,1731.0,2090.0,cityscape,1875,Edouard Manet
Impressionism,66764.jpg,Houses of Parliament,wikiart,1796217.0,1776.0,2036.0,cityscape,1904,Claude Monet
Romanticism,6267.jpg,"Fort Clark on the Missouri, February 1834, plate 15 from Volume 2 of 'Travels in the Interior of North America' ",wikiart,772327.0,1683.0,2147.0,landscape,1843,Karl Bodmer
Impressionism,81823.jpg,Dance at Moulin de la Galette,wikipedia,3794891.0,1639.0,2200.0,genre painting,1876,Pierre-Auguste Renoir
Impressionism,57717.jpg,Ploughland,wikiart,620214.0,1681.0,2144.0,landscape,1874,Camille Pissarro
Impressionism,43339.jpg,"The Japanese Bridge (The Water-Lily Pond, Symphony in Rose)",wikiart,2400784.0,1802.0,2000.0,landscape,1900,Claude Monet
Romanticism,70614.jpg,The large pine in Gastein,wikiart,2435187.0,2292.0,1572.0,landscape,1900,Rudolf von Alt
Romanticism,15591.jpg,Venus und Adonis,wikiart,374083.0,2286.0,1576.0,mythological painting,c.1800,Pierre-Paul Prud'hon
Impressionism,68503.jpg,The Seine near Giverny,wikiart,483383.0,1698.0,2121.0,landscape,1897,Claude Monet
Impressionism,49317.jpg,The Rural Holiday. On The Hill. Ligachrvo,wikiart,817195.0,1549.0,2324.0,landscape,1923,Konstantin Yuon
Romanticism,58968.jpg,A Sculpture Gallery,wikiart,728071.0,2278.0,1580.0,genre painting,1867,Sir Lawrence Alma-Tadema
Impressionism,57753.jpg,"The Rose Path, Giverny",wikiart,1750328.0,1798.0,2000.0,flower painting,1922,Claude Monet
Romanticism,98840.jpg,"Old Houses on the Rhône Island, Geneva ",wikiart,1903154.0,1720.0,2088.0,landscape,1863.0,John Ruskin
Impressionism,287.jpg,Water Lilies,wikiart,1325860.0,2000.0,1795.0,flower painting,1919,Claude Monet
Impressionism,44288.jpg,The Racecourse,wikiart,864333.0,1717.0,2090.0,genre painting,1885,Edgar Degas
Romanticism,77766.jpg,"Spiral relief from the north transept door, Rouen Cathedral ",wikiart,1673047.0,2124.0,1688.0,sketch and study,1882.0,John Ruskin
Impressionism,5481.jpg,Frost near Vetheuil,wikiart,1308919.0,1467.0,2443.0,landscape,1880,Claude Monet
Impressionism,17270.jpg,"Path at La Cavee, Pourville",wikiart,1315789.0,1627.0,2200.0,landscape,1882,Claude Monet
Impressionism,98360.jpg,Don Quixote and Sancho Pansa,wikiart,2120393.0,2271.0,1576.0,literary painting,c.1870,Honore Daumier
Impressionism,51776.jpg,Houses of Parliament in Winter,wikiart,833618.0,1787.0,2000.0,cityscape,1903,Claude Monet
Romanticism,69142.jpg,The Expulsion of Heliodorus,wikiart,422040.0,2267.0,1576.0,religious painting,1861,Eugene Delacroix
Romanticism,73502.jpg,"Fairlight Downs, Sunlight on the Sea",wikiart,1313570.0,1639.0,2179.0,landscape,,William Holman Hunt
Impressionism,3103.jpg,Dancer against a stage flat,wikiart,319719.0,2264.0,1576.0,genre painting,,Edgar Degas
Romanticism,81884.jpg,Flora Spring in the Gardens of the Villa Borghese,wikiart,367868.0,2330.0,1529.0,genre painting,1877,Sir Lawrence Alma-Tadema
Impressionism,48408.jpg,"Houses of Parliament, Effect of Sunlight in the Fog",wikiart,1009803.0,1781.0,2000.0,cityscape,1904,Claude Monet
Impressionism,14191.jpg,Fisherman's Cottage at Varengeville,wikiart,2019550.0,1617.0,2200.0,landscape,1882,Claude Monet
Romanticism,33539.jpg,Portrait of Ferdinand VII,wikiart,441586.0,2257.0,1576.0,portrait,1814,Francisco Goya
Impressionism,3682.jpg,Children Playing with a Cat,wikiart,769503.0,1698.0,2094.0,genre painting,1908,Mary Cassatt
Impressionism,21954.jpg,"Rouen Cathedral, West Facade, Noon",wikiart,709249.0,2358.0,1506.0,cityscape,1894,Claude Monet
Impressionism,17917.jpg,"The Races at Auteuil, Paris ",wikiart,1313092.0,2633.0,1346.0,portrait,,Giuseppe de Nittis
Romanticism,43672.jpg,St. Sergius of Radonezh,wikiart,2696742.0,2530.0,1400.0,religious painting,1882.0,Viktor Vasnetsov
Romanticism,71439.jpg,David's Charge to Solomon,wikiart,927311.0,1834.0,1928.0,religious painting,1882,Edward Burne-Jones
Impressionism,9195.jpg,"Vetheuil, The Church",wikiart,899875.0,1697.0,2083.0,cityscape,1880,Claude Monet
Romanticism,77551.jpg,Trees and Rocks ,wikiart,2399545.0,2092.0,1684.0,landscape,1845.0,John Ruskin
Impressionism,36396.jpg,"April Showers, Champs Elysees Paris",wikiart,232945.0,1628.0,2163.0,genre painting,1888,Childe Hassam
Impressionism,67606.jpg,"Don Quixote, Sancho Pansa and the Dead Mule",wikiart,560817.0,3038.0,1159.0,literary painting,1867,Honore Daumier
Impressionism,82073.jpg,Spot on the Banks of the Seine,wikiart,451993.0,2200.0,1600.0,landscape,1881,Claude Monet
Romanticism,99628.jpg,Copy of a Girl in Van Dyck's portrait of The Wife of Colyn de Nole and her daughter ,wikiart,1968483.0,2256.0,1560.0,sketch and study,1859.0,John Ruskin
Impressionism,41727.jpg,"Rouen Cathedral, Clear Day",wikiart,1170284.0,2346.0,1500.0,cityscape,1894,Claude Monet
Impressionism,24092.jpg,Sketch of Francois,wikiart,1336077.0,2000.0,1758.0,sketch and study,,Mary Cassatt
Impressionism,74523.jpg,The Parquet Planers,wikiart,1739155.0,1528.0,2296.0,genre painting,1875,Gustave Caillebotte
Impressionism,98962.jpg,"Rouen Cathedral, the Portal, Morning Fog",wikiart,801009.0,2337.0,1500.0,cityscape,1894,Claude Monet
Romanticism,28374.jpg,Self Portrait ,wikiart,1520349.0,2400.0,1460.0,landscape,1874.0,John Ruskin
Romanticism,16429.jpg,Self Portrait ,wikiart,2457297.0,2316.0,1512.0,landscape,1875.0,John Ruskin
Romanticism,97554.jpg,"The Chapter House, Salisbury Chathedral",wikiart,594000.0,2100.0,1667.0,interior,,William Turner
Impressionism,91177.jpg,French River Landscape with a Stone Bridge,wikiart,2968949.0,1674.0,2091.0,landscape,,Frits Thaulow
Impressionism,17411.jpg,"Boulevard Saint-Denis, Argenteuil, in Winter",wikiart,466294.0,1591.0,2200.0,cityscape,1875,Claude Monet
Romanticism,79178.jpg,Janskerk (Gouda),wikiart,193050.0,2198.0,1590.0,cityscape,1863,Cornelis Springer
Romanticism,63025.jpg,Velvet Crab ,wikiart,1676291.0,1608.0,2172.0,sketch and study,1871.0,John Ruskin
Romanticism,76604.jpg,Laguna di Venezia,wikiart,226304.0,1455.0,2400.0,marina,1878,Anton Melbye
Impressionism,17176.jpg,The Tub,wikiart,647740.0,1580.0,2210.0,nude painting (nu),1886,Edgar Degas
Romanticism,80800.jpg,Horseman,wikiart,320334.0,2121.0,1645.0,genre painting,c.1854,Gustave Moreau
Romanticism,95160.jpg,The Triumph of Titus,wikiart,297663.0,2278.0,1531.0,history painting,1885,Sir Lawrence Alma-Tadema
Impressionism,36240.jpg,Portraits in the Countryside,wikiart,495674.0,1728.0,2018.0,genre painting,1876,Gustave Caillebotte
Romanticism,50769.jpg,Sancta Lilias,wikiart,716017.0,1952.0,1785.0,portrait,1874,Dante Gabriel Rossetti
Romanticism,6656.jpg,Lavinie Barbier-Walbonne,wikiart,151253.0,2051.0,1697.0,portrait,,Pierre-Paul Prud'hon
Impressionism,2445.jpg,The Perpiniere Barracks,wikiart,616340.0,1724.0,2011.0,cityscape,1878,Gustave Caillebotte
Romanticism,36056.jpg,Boys playing soldiers,wikiart,2358825.0,2339.0,1480.0,genre painting,1779,Francisco Goya
Impressionism,58204.jpg,The Ballet Rehearsal on Stage,wikiart,760621.0,1662.0,2080.0,genre painting,1874,Edgar Degas
Romanticism,35929.jpg,La Merveille Mont St Michel  ,wikiart,2526435.0,1522.0,2271.0,cityscape,1848.0,John Ruskin
